scaffold,position,start,end,midpoint,sites,chi_rosFst,chi_melFGFst,chi_melPFst,chi_amFst,chi_agFst,chi_timPFst,ros_melFGFst,ros_melPFst,ros_amFst,ros_agFst,ros_timPFst,melFG_melPFst,melFG_amFst,melFG_agFst,melFG_timPFst,melP_amFst,melP_agFst,melP_timPFst,am_agFst,am_timPFst,ag_timPFst
HE669327,170000,120000,220000,133107,5397,0.2988,NA,NA,0.2721,0.2993,0.3371,NA,NA,0.2152,0.2371,0.2955,NA,0.1635,0.2072,0.2995,NA,NA,NA,0.0085,0.1133,0.1214
HE669327,190000,140000,240000,143105,963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669325,50000,0,100000,50002,18345,0.3365,0.5123,0.3237,0.4267,0.4104,0.4858,0.3468,0.0477,0.3152,0.2581,0.4911,0.3952,0.2563,0.1967,0.5385,0.3015,0.2574,0.5231,7e-04,0.3664,0.3328
HE669325,70000,20000,120000,70002,18104,0.3774,0.5371,0.3931,0.4555,0.4274,0.5001,0.3699,0.0414,0.3371,0.2712,0.4801,0.4112,0.2858,0.2152,0.5278,0.3321,0.2784,0.5094,-0.0059,0.3518,0.3023
HE669325,90000,40000,140000,90010,18664,0.3714,0.5289,0.3921,0.4387,0.41,0.454,0.3916,0.0381,0.3536,0.2858,0.4532,0.4332,0.2883,0.2243,0.4984,0.3453,0.2955,0.4784,-0.0073,0.3072,0.2632
HE669325,110000,60000,160000,110006,18569,0.3814,0.5124,0.3682,0.4306,0.4001,0.3807,0.3789,0.0516,0.3426,0.2704,0.3725,0.4065,0.2782,0.1988,0.4308,0.3361,0.2682,0.3456,0.0013,0.2722,0.2215
HE669325,130000,80000,180000,129999,18929,0.3641,0.4476,0.385,0.3978,0.3758,0.3926,0.3348,0.051,0.304,0.2671,0.328,0.3193,0.2071,0.1621,0.3208,0.3047,0.2532,0.3233,-0.0022,0.1677,0.1345
HE669325,150000,100000,200000,150000,19375,0.3155,0.4086,0.3695,0.3629,0.3489,0.3824,0.3055,0.0411,0.283,0.2559,0.3196,0.3053,0.1929,0.1612,0.3127,0.2999,0.2577,0.3387,-0.002,0.1658,0.1438
HE669325,170000,120000,220000,169998,19423,0.2244,0.358,0.2845,0.3203,0.3119,0.3667,0.2721,0.0564,0.2439,0.2315,0.3157,0.2814,0.1517,0.1285,0.3098,0.2731,0.2463,0.3606,0.0015,0.1727,0.1613
HE669325,190000,140000,240000,190001,19410,0.2035,0.3543,0.2725,0.314,0.3074,0.3678,0.2492,0.0879,0.2168,0.2095,0.2978,0.2797,0.1366,0.1057,0.3008,0.2603,0.2321,0.3652,0.0029,0.1894,0.1789
HE669325,210000,160000,260000,202168,17014,0.1863,0.3657,0.2555,0.3027,0.3064,0.371,0.2565,0.0978,0.2071,0.2096,0.3117,0.2892,0.138,0.1172,0.3282,0.2336,0.2367,0.3997,-0.0014,0.1926,0.1934
HE669325,230000,180000,280000,212155,13148,0.1605,0.3613,0.2459,0.2886,0.2923,0.3346,0.2577,0.0983,0.1842,0.1876,0.2531,0.3235,0.1285,0.1129,0.2861,0.2391,0.2524,0.3733,0.0016,0.1493,0.1433
HE669325,250000,200000,300000,222153,9011,0.1621,0.3462,0.2479,0.2818,0.2844,0.3147,0.2519,0.1197,0.1838,0.1865,0.2437,0.3196,0.1032,0.0849,0.266,0.2482,0.2592,0.3833,0.0027,0.1584,0.155
HE669325,270000,220000,320000,232151,5282,0.1798,0.3424,NA,0.2684,0.268,0.2919,0.2644,NA,0.2027,0.2007,0.249,NA,0.0934,0.0907,0.2425,NA,NA,0.3924,-0.0013,0.1602,0.143
HE669325,290000,240000,340000,242152,994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669321,50000,0,100000,50420,19482,0.1684,0.4047,0.1753,0.3318,0.321,0.311,0.3088,0.0395,0.2416,0.2354,0.2645,0.3378,0.1007,0.1128,0.2679,0.2454,0.2394,0.2611,0.0036,0.1452,0.1518
HE669321,70000,20000,120000,69999,19061,0.206,0.4052,0.2032,0.3558,0.3535,0.3178,0.3242,0.0495,0.2856,0.2995,0.289,0.3457,0.1927,0.2245,0.3,0.2707,0.285,0.2666,0.0032,0.1247,0.1331
HE669321,90000,40000,140000,89996,15871,0.2444,0.4117,0.2262,0.3747,0.3811,0.3317,0.3289,0.0409,0.307,0.3286,0.3185,0.3657,0.2145,0.2613,0.3218,0.2956,0.3179,0.2893,0.0016,0.1322,0.1369
HE669321,110000,60000,160000,110002,15404,0.2483,0.4397,0.2732,0.3714,0.394,0.3661,0.3395,0.0267,0.2998,0.3354,0.3394,0.3656,0.2216,0.275,0.3472,0.2751,0.3156,0.3231,-0.0091,0.1358,0.155
HE669321,130000,80000,180000,130004,15978,0.2953,0.4454,0.2854,0.3887,0.4052,0.3759,0.3153,0.0437,0.2972,0.3224,0.3269,0.3412,0.2248,0.2599,0.3211,0.2693,0.2945,0.3063,-0.0057,0.1229,0.1453
HE669321,150000,100000,200000,149998,16251,0.3334,0.4663,0.3356,0.4021,0.4135,0.3934,0.298,0.0332,0.2562,0.2775,0.3768,0.3418,0.2249,0.2521,0.4418,0.2403,0.2573,0.3925,-0.0052,0.2432,0.262
HE669321,170000,120000,220000,160635,13584,0.3173,0.4678,0.3314,0.3775,0.3821,0.4013,0.2737,0.0313,0.1908,0.1924,0.3744,0.3229,0.1243,0.1195,0.439,0.1838,0.1749,0.408,-0.0026,0.28,0.2985
HE669321,190000,140000,240000,170638,11663,0.3072,0.4722,0.3296,0.377,0.3809,0.404,0.277,0.0332,0.1836,0.1853,0.382,0.3311,0.1157,0.1078,0.4586,0.1823,0.1722,0.4296,-0.0074,0.2999,0.3246
HE669321,210000,160000,260000,180632,7377,0.3619,0.4884,0.3781,0.4125,0.4083,0.4256,0.2879,0.0496,0.2121,0.1972,0.4328,0.3439,0.1331,0.1181,0.522,0.2209,0.1795,0.4932,-0.0042,0.3793,0.391
HE669321,230000,180000,280000,190632,3336,NA,NA,NA,0.4701,0.4735,0.4649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0031,0.5784,0.5932
HE669321,250000,200000,300000,200634,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669307,50000,0,100000,50844,19142,0.1314,0.3551,0.1601,0.2599,0.2584,0.248,0.2684,0.0408,0.1765,0.1683,0.2064,0.3259,0.12,0.1441,0.2513,0.2169,0.1923,0.2287,0.0153,0.1397,0.1309
HE669307,70000,20000,120000,62569,16205,0.1159,0.3422,0.1493,0.2484,0.2394,0.2545,0.254,0.0444,0.1659,0.1527,0.2151,0.3192,0.1171,0.1217,0.2394,0.2081,0.1693,0.2447,0.0175,0.1334,0.1187
HE669307,90000,40000,140000,72567,12836,0.1202,0.3486,0.1503,0.2492,0.2446,0.2555,0.2599,0.0348,0.161,0.1515,0.2141,0.3204,0.1198,0.1248,0.261,0.1925,0.1555,0.2383,0.0187,0.1442,0.1321
HE669307,110000,60000,160000,82564,8539,0.1125,0.3715,0.1469,0.2596,0.272,0.2532,0.2682,0.0193,0.1647,0.1666,0.1939,0.3383,0.136,0.1278,0.2178,0.1923,0.1796,0.2294,0.0152,0.0934,0.097
HE669307,130000,80000,180000,92563,6050,0.0959,0.3573,0.1159,0.2392,0.2621,0.2523,0.2632,0.0102,0.1591,0.1587,0.1868,0.3503,0.1319,0.1126,0.1891,0.1929,0.2034,0.213,0.0144,0.0585,0.0648
HE669307,150000,100000,200000,102565,1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669301,50000,0,100000,50566,18386,0.3236,0.4598,0.2965,0.3683,0.3482,0.2916,0.3679,0.0483,0.2593,0.269,0.4155,0.3873,0.243,0.2415,0.4698,0.2193,0.2407,0.4121,-0.0118,0.3327,0.3163
HE669301,70000,20000,120000,69998,19058,0.2797,0.44,0.2635,0.3626,0.3517,0.2927,0.3412,0.0451,0.2377,0.2548,0.3886,0.3704,0.2166,0.2164,0.4487,0.2086,0.2493,0.4003,-0.0051,0.3277,0.3069
HE669301,90000,40000,140000,89798,19610,0.2429,0.4407,0.2623,0.375,0.3525,0.3349,0.3258,0.0692,0.2398,0.2373,0.3779,0.3526,0.1934,0.1788,0.4177,0.2253,0.2419,0.4079,-0.0057,0.3059,0.2762
HE669301,110000,60000,160000,102371,17676,0.1848,0.4046,0.2159,0.3373,0.3354,0.3581,0.3196,0.0705,0.2371,0.2441,0.3252,0.341,0.1688,0.1609,0.3338,0.2113,0.2425,0.3507,-0.0028,0.2035,0.206
HE669301,130000,80000,180000,112375,13390,0.1816,0.4075,0.2139,0.335,0.3362,0.3604,0.3202,0.0879,0.2401,0.2479,0.297,0.3257,0.1628,0.1619,0.2935,0.2059,0.2447,0.3007,0.0017,0.131,0.1322
HE669301,150000,100000,200000,122371,9034,0.1734,0.4303,0.222,0.3738,0.3635,0.378,0.3158,0.0851,0.2556,0.2634,0.3017,0.324,0.1555,0.1366,0.2828,0.2308,0.2566,0.2954,0.0073,0.1101,0.1012
HE669301,170000,120000,220000,132371,4934,0.1781,0.4468,NA,0.3941,0.3608,0.4206,NA,NA,0.2755,0.2627,0.3257,NA,0.1795,0.1506,0.2977,NA,NA,NA,-0.0045,0.1134,0.1009
HE669301,190000,140000,240000,142625,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669295,50000,0,100000,50077,16499,0.2692,0.4398,0.2873,0.3379,0.3204,0.3829,0.2915,0.0203,0.1882,0.1874,0.3413,0.3107,0.2024,0.1893,0.4429,0.1685,0.1525,0.3497,0.0083,0.3013,0.2824
HE669295,70000,20000,120000,69992,17818,0.2488,0.4288,0.2631,0.3362,0.3196,0.3692,0.3063,0.033,0.2121,0.1965,0.3511,0.3264,0.2016,0.1821,0.4519,0.1885,0.1644,0.3638,0.0091,0.2979,0.3037
HE669295,90000,40000,140000,90016,19080,0.2047,0.4128,0.2048,0.3123,0.297,0.3501,0.3128,0.0499,0.2239,0.204,0.3531,0.3217,0.2142,0.1821,0.4391,0.1937,0.1627,0.3631,0.0143,0.2585,0.279
HE669295,110000,60000,160000,110002,20084,0.1843,0.3923,0.1801,0.3103,0.3042,0.3512,0.3041,0.0633,0.2368,0.2163,0.341,0.32,0.1749,0.1547,0.4021,0.2082,0.1772,0.3568,0.0132,0.1974,0.2481
HE669295,130000,80000,180000,123470,18387,0.162,0.3793,0.1612,0.3171,0.3025,0.3553,0.3067,0.0613,0.2446,0.2201,0.3294,0.3172,0.1813,0.1491,0.3673,0.2198,0.1858,0.3536,0.0084,0.1712,0.2179
HE669295,150000,100000,200000,133463,14942,0.1583,0.382,0.1665,0.3253,0.3165,0.39,0.2877,0.0745,0.2394,0.2163,0.3391,0.3035,0.1697,0.1339,0.3708,0.2205,0.19,0.3838,0.0053,0.1481,0.2104
HE669295,170000,120000,220000,143460,10984,0.1583,0.3645,0.1675,0.3082,0.2998,0.3987,0.262,0.0734,0.2209,0.2049,0.3273,0.2854,0.1849,0.1435,0.344,0.215,0.1857,0.3892,0.0013,0.112,0.1625
HE669295,190000,140000,240000,153461,6056,0.1562,0.3338,NA,0.308,0.2969,0.3969,NA,NA,0.2253,0.2149,0.3237,NA,0.0989,0.0794,0.2924,NA,NA,NA,-0.0077,0.1247,0.1848
HE669295,210000,160000,260000,163462,1442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669293,50000,0,100000,50217,15036,0.399,0.5146,0.3951,0.4709,0.447,0.3532,0.4173,0.0384,0.3978,0.3796,0.5097,0.3857,0.2859,0.2662,0.5496,0.3553,0.3309,0.4778,0.0229,0.4667,0.4434
HE669293,70000,20000,120000,70105,15085,0.43,0.5443,0.444,0.5024,0.4669,0.3319,0.4426,0.0486,0.4314,0.3982,0.5061,0.424,0.3321,0.2948,0.5802,0.4154,0.3711,0.4983,0.0225,0.5099,0.4792
HE669293,90000,40000,140000,82259,12208,0.4578,0.5512,0.4748,0.5033,0.4591,0.3631,0.4255,0.0349,0.4192,0.3709,0.5556,0.423,0.3163,0.2698,0.6258,0.4141,0.3481,0.5628,0.028,0.5515,0.5162
HE669293,110000,60000,160000,92256,8324,0.4591,0.5766,0.5114,0.495,0.4392,0.382,0.491,0.0803,0.4335,0.3764,0.5757,0.5223,0.3676,0.3145,0.6816,0.445,0.3634,0.6106,0.0444,0.571,0.5223
HE669293,130000,80000,180000,102754,5569,0.4882,0.6375,NA,0.5539,0.5138,0.2883,0.5392,0.0992,0.4544,0.4084,0.4664,NA,0.3978,0.3631,0.6305,0.4707,NA,NA,0.0396,0.5191,0.4746
HE669293,150000,100000,200000,112259,2641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669293,170000,120000,220000,122485,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669291,50000,0,100000,23650,9506,0.2184,0.3613,0.2528,0.2908,0.2631,0.3417,0.246,0.0216,0.1815,0.1507,0.3157,0.2484,0.1096,0.1093,0.3322,0.1539,0.1224,0.3188,0.0083,0.1964,0.1535
HE669291,70000,20000,120000,33522,5755,0.2228,0.3433,NA,0.304,0.2813,0.3501,0.2202,NA,0.1802,0.1438,0.2806,NA,0.0799,0.094,0.2869,NA,NA,NA,0.0129,0.188,0.1559
HE669291,90000,40000,140000,43448,1273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669289,50000,0,100000,50550,16449,0.2177,0.443,0.2073,0.4517,0.4391,0.3831,0.3103,0.0153,0.3359,0.3167,0.3454,0.3685,0.307,0.2969,0.41,0.3758,0.3573,0.3628,0.0155,0.2552,0.2737
HE669289,70000,20000,120000,70001,18022,0.2457,0.4187,0.2452,0.4346,0.4222,0.3697,0.2815,0.0191,0.31,0.29,0.324,0.3281,0.3123,0.298,0.3912,0.3564,0.3303,0.3471,0.0066,0.2128,0.2321
HE669289,90000,40000,140000,90000,18542,0.2166,0.4099,0.2418,0.4195,0.4082,0.3592,0.2754,0.0065,0.3084,0.2872,0.3164,0.3181,0.2996,0.2839,0.381,0.3467,0.3171,0.3327,-0.002,0.2157,0.2261
HE669289,110000,60000,160000,109990,19110,0.1956,0.401,0.2254,0.4035,0.3848,0.3388,0.2874,0.0044,0.3143,0.2903,0.2939,0.3283,0.2946,0.2761,0.3613,0.348,0.3129,0.3158,-0.0072,0.1856,0.1875
HE669289,130000,80000,180000,130023,20587,0.2073,0.3939,0.2136,0.394,0.3832,0.345,0.2723,8e-04,0.2784,0.2577,0.2688,0.3044,0.2379,0.2256,0.3087,0.3102,0.2855,0.2973,-0.0051,0.1291,0.1345
HE669289,150000,100000,200000,149998,21977,0.1877,0.3844,0.1893,0.3545,0.3521,0.3106,0.2702,0.0128,0.2342,0.2262,0.2274,0.3027,0.1804,0.1727,0.2618,0.2596,0.247,0.2558,-0.0025,0.1224,0.128
HE669289,170000,120000,220000,169995,20938,0.1627,0.3965,0.16,0.3438,0.3422,0.3128,0.2852,0.0059,0.2374,0.2386,0.2397,0.3253,0.1584,0.1615,0.2627,0.2574,0.2527,0.2608,0.003,0.1278,0.1254
HE669289,190000,140000,240000,189997,19937,0.1876,0.4267,0.1848,0.3581,0.3655,0.3288,0.3022,0.0082,0.2338,0.2403,0.2309,0.3516,0.164,0.179,0.249,0.2582,0.2614,0.263,0.0016,0.0974,0.0975
HE669289,210000,160000,260000,205240,17089,0.1989,0.4448,0.2128,0.3567,0.3716,0.3456,0.3212,0.0183,0.2135,0.2282,0.2346,0.3672,0.1754,0.1955,0.2497,0.2467,0.2584,0.275,0.0041,0.0582,0.064
HE669289,230000,180000,280000,215227,12689,0.1848,0.4514,0.2398,0.3418,0.3541,0.3453,0.3367,0.0093,0.2208,0.2356,0.2544,0.3706,0.1908,0.2084,0.276,0.2269,0.2345,0.2806,3e-04,0.0665,0.0642
HE669289,250000,200000,300000,225231,7990,0.213,0.5021,0.3065,0.3774,0.3965,0.3815,0.3608,-0.012,0.2179,0.2435,0.2615,0.4145,0.2159,0.2466,0.3185,0.2335,0.2462,0.2993,-0.0013,0.076,0.0681
HE669289,270000,220000,320000,235227,4605,NA,0.5411,NA,0.4148,0.4413,0.3891,NA,NA,NA,NA,NA,NA,0.2247,0.244,0.2831,NA,NA,NA,-0.0087,0.0546,0.072
HE669289,290000,240000,340000,245226,1557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669287,50000,0,100000,7332,2965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669287,70000,20000,120000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669279,50000,0,100000,37714,15633,0.1149,0.3548,0.1377,0.261,0.257,0.3212,0.2825,0.0257,0.1917,0.1817,0.2911,0.292,0.1323,0.1425,0.3629,0.1769,0.1775,0.3231,0.0188,0.2139,0.196
HE669279,70000,20000,120000,46854,12101,0.1269,0.3631,0.15,0.2608,0.2632,0.3201,0.2766,0.0169,0.1749,0.1751,0.2653,0.2838,0.1227,0.1355,0.3266,0.1693,0.1859,0.2846,0.0233,0.1741,0.1626
HE669279,90000,40000,140000,56854,7384,0.1446,0.3541,0.1651,0.249,0.242,0.3184,0.2866,0.0361,0.1893,0.174,0.2681,0.2814,0.1077,0.1332,0.2922,0.1912,0.1819,0.3018,0.0323,0.1537,0.1155
HE669279,110000,60000,160000,66855,3252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0861,NA
HE669279,130000,80000,180000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669275,50000,0,100000,8865,3651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0136,0.2397,0.2599
HE669275,70000,20000,120000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669267,50000,0,100000,50825,17448,0.2397,0.4105,0.2078,0.3412,0.3323,0.3842,0.3509,0.0478,0.2667,0.2608,0.3842,0.3256,0.1975,0.1749,0.4506,0.2171,0.2182,0.4043,0.01,0.3356,0.3222
HE669267,70000,20000,120000,69997,16832,0.2375,0.3872,0.1936,0.3259,0.3112,0.3723,0.3114,0.0357,0.2278,0.2153,0.3602,0.3082,0.1627,0.1472,0.407,0.2002,0.1904,0.3874,0.0107,0.2965,0.2824
HE669267,90000,40000,140000,89998,15999,0.2231,0.3874,0.1789,0.3338,0.3226,0.3656,0.2985,0.0471,0.2306,0.2216,0.3372,0.2936,0.1354,0.1367,0.3531,0.1962,0.19,0.3469,0.0084,0.2604,0.2491
HE669267,110000,60000,160000,109996,16548,0.2267,0.3984,0.1921,0.3347,0.3229,0.3649,0.3019,0.0548,0.2349,0.224,0.3419,0.2939,0.1357,0.1377,0.36,0.1997,0.1873,0.3366,0.0046,0.2508,0.2392
HE669267,130000,80000,180000,130420,17526,0.2232,0.4019,0.1934,0.3221,0.3105,0.3497,0.3201,0.0624,0.2304,0.2221,0.3277,0.3228,0.1459,0.1472,0.3729,0.2117,0.1963,0.3265,0.0101,0.2503,0.2454
HE669267,150000,100000,200000,149997,18260,0.2021,0.3794,0.1933,0.3049,0.2993,0.3745,0.3002,0.0633,0.2219,0.2256,0.3504,0.295,0.1365,0.1315,0.381,0.199,0.1933,0.3651,0.0119,0.2566,0.2569
HE669267,170000,120000,220000,169998,19245,0.1918,0.3881,0.2097,0.2966,0.2981,0.3574,0.3097,0.0793,0.2177,0.2213,0.3196,0.3069,0.1339,0.1344,0.3429,0.1926,0.1975,0.3277,0.0151,0.2095,0.2145
HE669267,190000,140000,240000,190000,19858,0.2231,0.3918,0.2414,0.2934,0.2896,0.3529,0.3124,0.082,0.2211,0.2197,0.3291,0.3115,0.1421,0.137,0.3669,0.1989,0.1987,0.3404,0.0122,0.2086,0.2122
HE669267,210000,160000,260000,210009,19937,0.2209,0.3896,0.2696,0.2962,0.289,0.3558,0.3027,0.0584,0.2212,0.2139,0.3294,0.3046,0.1454,0.1325,0.3573,0.2015,0.1984,0.3568,0.0207,0.2149,0.2107
HE669267,230000,180000,280000,230006,19616,0.2434,0.3896,0.2774,0.299,0.2899,0.351,0.304,0.0876,0.2199,0.2109,0.332,0.2916,0.159,0.1424,0.3496,0.1741,0.1745,0.3309,0.01,0.1935,0.1855
HE669267,250000,200000,300000,250290,19338,0.2456,0.3889,0.2715,0.3004,0.2887,0.3198,0.2911,0.0829,0.2198,0.2008,0.305,0.2787,0.1533,0.1376,0.3337,0.171,0.1662,0.2896,0.0074,0.1844,0.1806
HE669267,270000,220000,320000,269993,19670,0.2476,0.374,0.2586,0.2972,0.2865,0.3149,0.2885,0.0857,0.233,0.2204,0.3269,0.2586,0.1524,0.1358,0.3437,0.1674,0.1676,0.3016,0.0073,0.1952,0.1943
HE669267,290000,240000,340000,284523,17358,0.2307,0.3526,0.2265,0.2849,0.281,0.3097,0.2949,0.1014,0.2388,0.2293,0.3253,0.2514,0.143,0.1235,0.3147,0.1599,0.1687,0.2855,0.0109,0.1874,0.1876
HE669267,310000,260000,360000,294521,13016,0.2303,0.3458,0.1875,0.2726,0.2742,0.2829,0.3139,0.1448,0.2426,0.2377,0.3113,0.2576,0.1454,0.1266,0.3082,0.1477,0.1631,0.2373,0.0013,0.1716,0.1825
HE669267,330000,280000,380000,304525,9266,0.2065,0.3346,0.1705,0.2736,0.2814,0.2821,0.2864,0.117,0.2519,0.2442,0.3054,0.2282,0.1047,0.0906,0.2823,0.1618,0.1767,0.2402,0.0118,0.1948,0.2073
HE669267,350000,300000,400000,314521,5437,0.2003,0.3229,NA,0.2694,0.2727,0.2828,NA,NA,0.2875,0.2795,0.3337,NA,0.1093,0.1001,0.279,NA,NA,NA,0.0189,0.1799,0.184
HE669267,370000,320000,420000,324532,1642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669263,50000,0,100000,6032,2689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669263,70000,20000,120000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669253,50000,0,100000,40632,14312,0.151,0.4165,0.1864,0.3176,0.2958,0.3437,0.3452,0.0129,0.2423,0.2329,0.3188,0.3599,0.1872,0.1977,0.3951,0.1804,0.1702,0.3097,-3e-04,0.2245,0.2126
HE669253,70000,20000,120000,50471,10379,0.1607,0.4539,0.2244,0.3413,0.3191,0.384,0.3637,0.0121,0.252,0.239,0.3365,0.3998,0.2241,0.2395,0.4624,0.2104,0.1881,0.3634,0.008,0.2716,0.2562
HE669253,90000,40000,140000,60472,7462,0.1604,0.4408,NA,0.3364,0.3281,0.3925,0.3303,NA,0.2389,0.2327,0.3347,NA,0.2069,0.2256,0.4694,NA,NA,NA,0.002,0.2814,0.2707
HE669253,110000,60000,160000,70471,3703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669253,130000,80000,180000,80475,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669245,50000,0,100000,50555,19131,0.2397,0.393,0.1646,0.3275,0.316,0.3171,0.3627,0.0703,0.264,0.259,0.2717,0.3527,0.1218,0.1432,0.2444,0.25,0.2536,0.2632,0.0108,0.1399,0.1273
HE669245,70000,20000,120000,70001,20444,0.1881,0.3814,0.14,0.3148,0.3086,0.2913,0.3525,0.0706,0.2669,0.2619,0.2705,0.3433,0.1096,0.1381,0.264,0.2541,0.251,0.2742,0.0076,0.1588,0.1445
HE669245,90000,40000,140000,89998,21157,0.1972,0.3752,0.1473,0.306,0.3026,0.2899,0.336,0.0813,0.2547,0.2539,0.2767,0.3262,0.1022,0.1292,0.2871,0.2294,0.2343,0.2704,0.0082,0.1729,0.1773
HE669245,110000,60000,160000,110000,21544,0.1969,0.3852,0.1358,0.2934,0.2921,0.2974,0.3507,0.0962,0.2584,0.2589,0.2898,0.3426,0.1108,0.1341,0.304,0.2248,0.2291,0.2778,0.0106,0.1672,0.1836
HE669245,130000,80000,180000,129996,22352,0.2024,0.3746,0.1631,0.2849,0.2819,0.3179,0.3234,0.1034,0.2344,0.2387,0.3106,0.3099,0.1183,0.1252,0.3307,0.2033,0.2011,0.3172,0.0072,0.1916,0.2076
HE669245,150000,100000,200000,150001,21872,0.2154,0.3939,0.1727,0.3001,0.2896,0.3711,0.3295,0.0925,0.2373,0.232,0.3606,0.3174,0.137,0.135,0.3963,0.1988,0.1842,0.3836,0.0068,0.2362,0.2481
HE669245,170000,120000,220000,167311,20140,0.2056,0.379,0.1644,0.2905,0.2796,0.3725,0.3456,0.1038,0.2528,0.2485,0.3782,0.3113,0.1385,0.133,0.4143,0.1872,0.1828,0.3899,0.0136,0.2547,0.2705
HE669245,190000,140000,240000,177310,15495,0.2119,0.3892,0.1659,0.302,0.285,0.3882,0.366,0.1043,0.2734,0.2637,0.4012,0.325,0.1508,0.1421,0.4334,0.2057,0.1893,0.4124,0.0137,0.2789,0.2794
HE669245,210000,160000,260000,187309,11440,0.2042,0.3774,0.1729,0.3141,0.2931,0.4078,0.3625,0.1001,0.2816,0.2667,0.4274,0.3172,0.1542,0.1322,0.4692,0.2197,0.1913,0.4508,0.0082,0.3376,0.3297
HE669245,230000,180000,280000,197310,6401,0.2304,0.4178,0.1868,0.3578,0.3394,0.458,0.41,0.1166,0.3322,0.3182,0.4717,0.3575,0.1828,0.1649,0.5488,0.2432,0.2311,0.4932,0.0162,0.416,0.4118
HE669245,250000,200000,300000,207310,2863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669245,270000,220000,320000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669241,50000,0,100000,25646,11064,0.3531,0.366,0.286,0.3088,0.2853,0.2643,0.2251,-0.0264,0.1613,0.1288,0.5534,0.2116,0.0992,0.0648,0.5559,0.1329,0.0669,0.5338,-0.0075,0.4858,0.444
HE669241,70000,20000,120000,34909,6194,0.399,0.4018,0.3405,0.3472,0.3214,0.3432,0.2457,-0.0294,0.1761,0.1427,0.6567,0.2528,0.112,0.0706,0.6498,0.162,0.0823,0.6578,0.0027,0.5976,0.5387
HE669241,90000,40000,140000,44906,2254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE669239,50000,0,100000,16111,6600,0.1477,0.3599,0.15,0.3023,0.321,0.3369,NA,NA,0.2058,0.2221,0.2672,NA,0.1657,0.1974,0.3155,NA,0.2299,0.2961,0.0028,0.1665,0.1634
